 TITLE="SURFACE DATA."
 variables="z","Theta","P","U","V","W","T","M"
 ZONE T="POST", I=     1, J=   200, K=   120
 0.481724358D+01  0.323864998D+01  0.501472652D+00 -0.216840434D-18 -0.173472348D-17  0.162630326D-18  0.100000000D+01  0.406961823D+01
 0.481566048D+01  0.328782577D+01  0.478522778D+00 -0.130104261D-17 -0.173472348D-17  0.000000000D+00  0.100000000D+01  0.764890861D+01
 0.481373501D+01  0.333770956D+01  0.440071464D+00  0.867361738D-18  0.000000000D+00  0.173472348D-17  0.100000000D+01  0.112887335D+02
 0.481161881D+01  0.338792193D+01  0.387070864D+00 -0.173472348D-17  0.000000000D+00  0.173472348D-17  0.100000000D+01  0.148210859D+02
 0.480946350D+01  0.343820641D+01  0.321759820D+00 -0.173472348D-17 -0.346944695D-17  0.000000000D+00  0.100000000D+01  0.181158562D+02
 0.480739832D+01  0.348840922D+01  0.247300222D+00  0.000000000D+00 -0.346944695D-17  0.000000000D+00  0.100000000D+01  0.210676212D+02
 0.480551863D+01  0.353845450D+01  0.167138755D+00  0.346944695D-17  0.138777878D-16 -0.867361738D-18  0.100000000D+01  0.236039562D+02
 0.480388784D+01  0.358832329D+01  0.845608860D-01 -0.346944695D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.256862469D+02
 0.480254126D+01  0.363803567D+01  0.236947881D-02 -0.346944695D-17  0.693889390D-17 -0.867361738D-18  0.100000000D+01  0.273060303D+02
 0.480148697D+01  0.368764484D+01 -0.772489384D-01 -0.346944695D-17 -0.693889390D-17  0.867361738D-18  0.100000000D+01  0.284802875D+02
 0.480071259D+01  0.373722994D+01 -0.152762473D+00  0.000000000D+00  0.346944695D-17 -0.433680869D-18  0.100000000D+01  0.292480297D+02
 0.480019712D+01  0.378687370D+01 -0.223221213D+00  0.000000000D+00  0.346944695D-17  0.000000000D+00  0.100000000D+01  0.296627102D+02
 0.479991674D+01  0.383665554D+01 -0.288109571D+00 -0.693889390D-17 -0.693889390D-17  0.542101086D-19  0.100000000D+01  0.297785892D+02
 0.479984903D+01  0.388664903D+01 -0.347187728D+00  0.693889390D-17  0.346944695D-17 -0.216840434D-18  0.100000000D+01  0.296399841D+02
 0.479997063D+01  0.393692007D+01 -0.400363863D+00  0.138777878D-16  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.292803841D+02
 0.480026102D+01  0.398752733D+01 -0.447625846D+00  0.693889390D-17  0.346944695D-17  0.000000000D+00  0.100000000D+01  0.287231960D+02
 0.480069828D+01  0.403852928D+01 -0.489019811D+00  0.000000000D+00  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.279872398D+02
 0.480125999D+01  0.408997886D+01 -0.524649084D+00  0.693889390D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.270907307D+02
 0.480192804D+01  0.414191770D+01 -0.554660618D+00  0.138777878D-16  0.173472348D-17  0.867361738D-18  0.100000000D+01  0.260494938D+02
 0.480268526D+01  0.419437684D+01 -0.579242230D+00  0.000000000D+00 -0.173472348D-17 -0.173472348D-17  0.100000000D+01  0.248774013D+02
 0.480351877D+01  0.424737636D+01 -0.598610640D+00  0.000000000D+00 -0.173472348D-17  0.000000000D+00  0.100000000D+01  0.235843544D+02
 0.480441761D+01  0.430092640D+01 -0.613019645D+00  0.346944695D-17  0.000000000D+00  0.867361738D-18  0.100000000D+01  0.221798420D+02
 0.480537128D+01  0.435502676D+01 -0.622758388D+00  0.346944695D-17 -0.173472348D-17  0.867361738D-18  0.100000000D+01  0.206752682D+02
 0.480637169D+01  0.440966775D+01 -0.628182292D+00  0.000000000D+00  0.000000000D+00 -0.867361738D-18  0.100000000D+01  0.190840130D+02
 0.480741119D+01  0.446483255D+01 -0.629697442D+00  0.346944695D-17  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.174239998D+02
 0.480848122D+01  0.452049709D+01 -0.627733409D+00  0.000000000D+00  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.157175989D+02
 0.480957460D+01  0.457662619D+01 -0.622804284D+00 -0.346944695D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.139905100D+02
 0.481068611D+01  0.463317451D+01 -0.615461171D+00  0.000000000D+00 -0.542101086D-19  0.000000000D+00  0.100000000D+01  0.122696180D+02
 0.481181049D+01  0.469008714D+01 -0.606247425D+00  0.173472348D-17 -0.542101086D-19  0.216840434D-18  0.100000000D+01  0.105865517D+02
 0.481293678D+01  0.474698215D+01 -0.595788658D+00  0.000000000D+00  0.108420217D-18  0.000000000D+00  0.100000000D+01  0.898819447D+01
 0.481402349D+01  0.480189831D+01 -0.584823191D+00  0.000000000D+00  0.000000000D+00 -0.542101086D-19  0.100000000D+01  0.751943636D+01
 0.481507015D+01  0.485487746D+01 -0.573902667D+00 -0.867361738D-18  0.108420217D-18  0.203287907D-19  0.100000000D+01  0.619896030D+01
 0.481607628D+01  0.490596591D+01 -0.563319027D+00 -0.173472348D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.502933359D+01
 0.481704140D+01  0.495521355D+01 -0.553271294D+00  0.000000000D+00 -0.108420217D-18 -0.108420217D-18  0.100000000D+01  0.400883150D+01
 0.481796551D+01  0.500267535D+01 -0.543880701D+00 -0.433680869D-18  0.108420217D-18 -0.108420217D-18  0.100000000D+01  0.313343358D+01
 0.481884956D+01  0.504840595D+01 -0.535209894D+00  0.000000000D+00 -0.542101086D-19 -0.216840434D-18  0.100000000D+01  0.239668536D+01
 0.481969356D+01  0.509246417D+01 -0.527275622D+00 -0.216840434D-18  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.179256594D+01
 0.482049847D+01  0.513490950D+01 -0.520061016D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.131989002D+01
 0.482126522D+01  0.517580217D+01 -0.513531029D+00  0.135525272D-19  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.986058116D+00
 0.482199430D+01  0.521520314D+01 -0.507637084D+00  0.108420217D-18  0.108420217D-18  0.000000000D+00  0.100000000D+01  0.804870307D+00
 0.482268667D+01  0.525317308D+01 -0.502324998D+00 -0.108420217D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.768991470D+00
 0.482334232D+01  0.528977241D+01 -0.497539401D+00  0.108420217D-18 -0.216840434D-18  0.000000000D+00  0.100000000D+01  0.826871336D+00
 0.482396174D+01  0.532506064D+01 -0.493227005D+00 -0.216840434D-18  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.920430422D+00
 0.482454634D+01  0.535909603D+01 -0.489339531D+00  0.000000000D+00  0.108420217D-18  0.000000000D+00  0.100000000D+01  0.101628351D+01
 0.482509613D+01  0.539193541D+01 -0.485834598D+00 -0.433680869D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.110056114D+01
 0.482561159D+01  0.542363419D+01 -0.482677311D+00  0.000000000D+00  0.216840434D-18 -0.108420217D-18  0.100000000D+01  0.116889989D+01
 0.482609272D+01  0.545424535D+01 -0.479837179D+00  0.216840434D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.122102976D+01
 0.482654047D+01  0.548382012D+01 -0.477294892D+00  0.216840434D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.125874043D+01
 0.482695532D+01  0.551240690D+01 -0.475037783D+00  0.000000000D+00  0.216840434D-18  0.000000000D+00  0.100000000D+01  0.128468692D+01
 0.482733822D+01  0.554005157D+01 -0.473028749D+00  0.000000000D+00  0.000000000D+00  0.108420217D-18  0.100000000D+01  0.130235803D+01
 0.482768965D+01  0.556679817D+01 -0.471257597D+00  0.000000000D+00 -0.216840434D-18  0.000000000D+00  0.100000000D+01  0.131491506D+01
 0.482801008D+01  0.559268845D+01 -0.469720632D+00  0.000000000D+00 -0.216840434D-18 -0.542101086D-19  0.100000000D+01  0.132561982D+01
 0.482830000D+01  0.561776239D+01 -0.468390226D+00  0.000000000D+00  0.000000000D+00 -0.542101086D-19  0.100000000D+01  0.133820367D+01
 0.482856083D+01  0.564205786D+01 -0.467249841D+00  0.000000000D+00  0.000000000D+00 -0.542101086D-19  0.100000000D+01  0.135561526D+01
 0.482879257D+01  0.566561094D+01 -0.466277629D+00  0.433680869D-18  0.216840434D-18 -0.271050543D-19  0.100000000D+01  0.138054121D+01
 0.482899523D+01  0.568845571D+01 -0.465451539D+00 -0.216840434D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.141511464D+01
 0.482917023D+01  0.571062478D+01 -0.464748591D+00  0.000000000D+00 -0.216840434D-18 -0.135525272D-19  0.100000000D+01  0.146101213D+01
 0.482931757D+01  0.573214893D+01 -0.464145780D+00  0.216840434D-18  0.000000000D+00  0.592923063D-20  0.100000000D+01  0.151930428D+01
 0.482943726D+01  0.575305739D+01 -0.463620692D+00  0.216840434D-18 -0.433680869D-18  0.271050543D-19  0.100000000D+01  0.159062231D+01
 0.482953072D+01  0.577337780D+01 -0.463151813D+00  0.000000000D+00  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.167513454D+01
 0.482959747D+01  0.579313647D+01 -0.462718993D+00  0.000000000D+00 -0.216840434D-18 -0.271050543D-19  0.100000000D+01  0.177263463D+01
 0.482963848D+01  0.581235816D+01 -0.462303519D+00  0.433680869D-18  0.000000000D+00 -0.542101086D-19  0.100000000D+01  0.188259018D+01
 0.482965374D+01  0.583106666D+01 -0.461888164D+00  0.000000000D+00  0.216840434D-18  0.000000000D+00  0.100000000D+01  0.200422478D+01
 0.482964373D+01  0.584928415D+01 -0.461457193D+00  0.000000000D+00  0.216840434D-18  0.162630326D-18  0.100000000D+01  0.213647509D+01
 0.482960844D+01  0.586703199D+01 -0.460996270D+00  0.000000000D+00  0.433680869D-18 -0.108420217D-18  0.100000000D+01  0.227809668D+01
 0.482954931D+01  0.588433002D+01 -0.460492551D+00  0.433680869D-18 -0.867361738D-18 -0.108420217D-18  0.100000000D+01  0.242771339D+01
 0.482946587D+01  0.590119734D+01 -0.459934622D+00  0.000000000D+00  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.258380246D+01
 0.482935858D+01  0.591765122D+01 -0.459312260D+00  0.867361738D-18  0.000000000D+00  0.108420217D-18  0.100000000D+01  0.274470282D+01
 0.482922840D+01  0.593370847D+01 -0.458616525D+00  0.433680869D-18  0.433680869D-18 -0.216840434D-18  0.100000000D+01  0.290875816D+01
 0.482907629D+01  0.594938451D+01 -0.457839757D+00  0.000000000D+00 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.307424188D+01
 0.482890272D+01  0.596469444D+01 -0.456975490D+00 -0.433680869D-18  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.323938823D+01
 0.482870770D+01  0.597965218D+01 -0.456017375D+00 -0.433680869D-18 -0.433680869D-18  0.216840434D-18  0.100000000D+01  0.340234494D+01
 0.482849169D+01  0.599427129D+01 -0.454967886D+00 -0.433680869D-18 -0.433680869D-18 -0.216840434D-18  0.100000000D+01  0.356153083D+01
 0.482825613D+01  0.600856432D+01 -0.453836918D+00  0.433680869D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.371538711D+01
 0.482800150D+01  0.602254357D+01 -0.452600509D+00  0.000000000D+00 -0.867361738D-18  0.216840434D-18  0.100000000D+01  0.386217618D+01
 0.482772732D+01  0.603622030D+01 -0.451250374D+00  0.000000000D+00  0.867361738D-18 -0.433680869D-18  0.100000000D+01  0.400045824D+01
 0.482743502D+01  0.604960563D+01 -0.449806094D+00  0.433680869D-18  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.412921619D+01
 0.482712507D+01  0.606270972D+01 -0.448268294D+00  0.867361738D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.424753571D+01
 0.482679749D+01  0.607554264D+01 -0.446640134D+00  0.433680869D-18  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.435450697D+01
 0.482645369D+01  0.608811359D+01 -0.444926709D+00  0.433680869D-18 -0.867361738D-18  0.433680869D-18  0.100000000D+01  0.444940043D+01
 0.482609320D+01  0.610043168D+01 -0.443133891D+00 -0.433680869D-18  0.000000000D+00  0.867361738D-18  0.100000000D+01  0.453165770D+01
 0.482571745D+01  0.611250523D+01 -0.441268325D+00  0.433680869D-18  0.867361738D-18 -0.867361738D-18  0.100000000D+01  0.460096502D+01
 0.482532692D+01  0.612434246D+01 -0.439337432D+00  0.000000000D+00 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.465716553D+01
 0.482492256D+01  0.613595091D+01 -0.437349111D+00  0.433680869D-18  0.867361738D-18  0.433680869D-18  0.100000000D+01  0.470023537D+01
 0.482450438D+01  0.614733795D+01 -0.435311556D+00 -0.433680869D-18  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.473032999D+01
 0.482407427D+01  0.615851044D+01 -0.433233142D+00  0.433680869D-18  0.000000000D+00 -0.867361738D-18  0.100000000D+01  0.474779415D+01
 0.482363319D+01  0.616947495D+01 -0.431122482D+00  0.433680869D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.475300598D+01
 0.482318211D+01  0.618023757D+01 -0.428988188D+00 -0.433680869D-18 -0.867361738D-18 -0.433680869D-18  0.100000000D+01  0.474646950D+01
 0.482272387D+01  0.619080406D+01 -0.426838875D+00  0.433680869D-18  0.173472348D-17  0.867361738D-18  0.100000000D+01  0.472884226D+01
 0.482225990D+01  0.620117970D+01 -0.424683124D+00 -0.433680869D-18  0.000000000D+00 -0.867361738D-18  0.100000000D+01  0.470070934D+01
 0.482179356D+01  0.621136927D+01 -0.422529459D+00  0.000000000D+00  0.000000000D+00 -0.867361738D-18  0.100000000D+01  0.466282654D+01
 0.482133007D+01  0.622137684D+01 -0.420386374D+00  0.867361738D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.461610746D+01
 0.482087421D+01  0.623120541D+01 -0.418262362D+00  0.000000000D+00  0.000000000D+00  0.867361738D-18  0.100000000D+01  0.456137276D+01
 0.482043505D+01  0.624085737D+01 -0.416165769D+00 -0.216840434D-18  0.000000000D+00  0.867361738D-18  0.100000000D+01  0.449956799D+01
 0.482002401D+01  0.625033332D+01 -0.414105207D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.443158102D+01
 0.481965542D+01  0.625963275D+01 -0.412090450D+00  0.000000000D+00 -0.867361738D-18 -0.867361738D-18  0.100000000D+01  0.435840797D+01
 0.481935215D+01  0.626875163D+01 -0.410135239D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.428127384D+01
 0.481914282D+01  0.627768360D+01 -0.408251077D+00  0.433680869D-18 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.420140028D+01
 0.487148905D+01  0.850104950D-02 -0.415562540D+00 -0.216840434D-18  0.867361738D-18 -0.867361738D-18  0.100000000D+01  0.410773611D+01
 0.487141514D+01  0.172958800D-01 -0.413855702D+00 -0.216840434D-18  0.867361738D-18 -0.867361738D-18  0.100000000D+01  0.406436253D+01
 0.487133741D+01  0.265214072D-01 -0.412092030D+00  0.216840434D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.400916767D+01
 0.487125063D+01  0.360938955D-01 -0.410275728D+00  0.216840434D-18  0.867361738D-18  0.867361738D-18  0.100000000D+01  0.394719601D+01
 0.487115192D+01  0.459537140D-01 -0.408411294D+00  0.216840434D-18  0.000000000D+00 -0.867361738D-18  0.100000000D+01  0.387913799D+01
 0.487103701D+01  0.560593039D-01 -0.406511575D+00 -0.216840434D-18  0.867361738D-18 -0.867361738D-18  0.100000000D+01  0.380537558D+01
 0.487090445D+01  0.663829769D-01 -0.404587865D+00  0.000000000D+00 -0.867361738D-18  0.867361738D-18  0.100000000D+01  0.372636557D+01
 0.487075186D+01  0.769065864D-01 -0.402648985D+00  0.216840434D-18 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.364258695D+01
 0.487057734D+01  0.876192840D-01 -0.400702447D+00  0.108420217D-18  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.355451965D+01
 0.487038040D+01  0.985150852D-01 -0.398755014D+00  0.000000000D+00  0.433680869D-18  0.867361738D-18  0.100000000D+01  0.346274114D+01
 0.487015915D+01  0.109591624D+00 -0.396812797D+00  0.108420217D-18 -0.433680869D-18  0.000000000D+00  0.100000000D+01  0.336773300D+01
 0.486991358D+01  0.120849141D+00 -0.394881457D+00  0.000000000D+00  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.327011061D+01
 0.486964178D+01  0.132289600D+00 -0.392966151D+00  0.000000000D+00  0.433680869D-18 -0.867361738D-18  0.100000000D+01  0.317042017D+01
 0.486934423D+01  0.143916420D+00 -0.391071647D+00 -0.162630326D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.306926990D+01
 0.486901903D+01  0.155733832D+00 -0.389202148D+00  0.162630326D-18  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.296724582D+01
 0.486866713D+01  0.167747006D+00 -0.387361497D+00 -0.108420217D-18  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.286497665D+01
 0.486828756D+01  0.179961396D+00 -0.385552943D+00 -0.542101086D-19  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.276300597D+01
 0.486787987D+01  0.192383220D+00 -0.383779228D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.266186762D+01
 0.486744404D+01  0.205018705D+00 -0.382042468D+00  0.271050543D-19 -0.433680869D-18  0.000000000D+00  0.100000000D+01  0.256206393D+01
 0.486698055D+01  0.217874656D+00 -0.380344182D+00 -0.677626358D-20  0.433680869D-18  0.867361738D-18  0.100000000D+01  0.246407103D+01
 0.486648989D+01  0.230957839D+00 -0.378685266D+00  0.135525272D-19  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.236827016D+01
 0.486597156D+01  0.244275519D+00 -0.377065957D+00  0.271050543D-19  0.650521303D-18  0.433680869D-18  0.100000000D+01  0.227499628D+01
 0.486542749D+01  0.257834822D+00 -0.375486016D+00  0.000000000D+00  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.218455339D+01
 0.486485815D+01  0.271643342D+00 -0.373944253D+00 -0.271050543D-19 -0.433680869D-18  0.433680869D-18  0.100000000D+01  0.209711242D+01
 0.486426449D+01  0.285708420D+00 -0.372438639D+00 -0.542101086D-19  0.216840434D-18  0.000000000D+00  0.100000000D+01  0.201277876D+01
 0.486364889D+01  0.300037980D+00 -0.370976627D+00 -0.542101086D-19 -0.216840434D-18  0.000000000D+00  0.100000000D+01  0.193174338D+01
 0.486301327D+01  0.314639576D+00 -0.369548917D+00  0.000000000D+00 -0.325260652D-18 -0.433680869D-18  0.100000000D+01  0.185270453D+01
 0.486235905D+01  0.329521412D+00 -0.368146926D+00  0.542101086D-19  0.216840434D-18  0.433680869D-18  0.100000000D+01  0.177533412D+01
 0.486168957D+01  0.344691620D+00 -0.366778582D+00  0.108420217D-18 -0.108420217D-18 -0.433680869D-18  0.100000000D+01  0.170064044D+01
 0.486100721D+01  0.360159180D+00 -0.365442306D+00  0.000000000D+00  0.325260652D-18  0.000000000D+00  0.100000000D+01  0.162832081D+01
 0.486031532D+01  0.375932843D+00 -0.364138097D+00  0.542101086D-19 -0.216840434D-18  0.000000000D+00  0.100000000D+01  0.155790007D+01
 0.485961676D+01  0.392022614D+00 -0.362867534D+00  0.000000000D+00 -0.271050543D-18 -0.433680869D-18  0.100000000D+01  0.148881137D+01
 0.485891533D+01  0.408438475D+00 -0.361633897D+00 -0.162630326D-18 -0.542101086D-19  0.433680869D-18  0.100000000D+01  0.142040765D+01
 0.485821390D+01  0.425191518D+00 -0.360442728D+00  0.542101086D-19  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.135205030D+01
 0.485751677D+01  0.442293211D+00 -0.359302312D+00  0.000000000D+00  0.542101086D-19  0.216840434D-18  0.100000000D+01  0.128317976D+01
 0.485682726D+01  0.459756218D+00 -0.358224064D+00  0.000000000D+00  0.271050543D-19 -0.216840434D-18  0.100000000D+01  0.121357608D+01
 0.485614967D+01  0.477593642D+00 -0.357222944D+00  0.108420217D-18 -0.108420217D-18 -0.216840434D-18  0.100000000D+01  0.114359367D+01
 0.485548735D+01  0.495820131D+00 -0.356317490D+00 -0.271050543D-19 -0.108420217D-18  0.000000000D+00  0.100000000D+01  0.107453859D+01
 0.485484457D+01  0.514450966D+00 -0.355529576D+00  0.271050543D-19  0.542101086D-19 -0.216840434D-18  0.100000000D+01  0.100906599D+01
 0.485422564D+01  0.533502975D+00 -0.354883462D+00  0.000000000D+00 -0.271050543D-19  0.000000000D+00  0.100000000D+01  0.951392710D+00
 0.485363340D+01  0.552994159D+00 -0.354404569D+00  0.000000000D+00  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.907078445D+00
 0.485307264D+01  0.572944067D+00 -0.354117364D+00  0.271050543D-19 -0.542101086D-19 -0.216840434D-18  0.100000000D+01  0.881827354D+00
 0.485254669D+01  0.593373770D+00 -0.354043067D+00  0.000000000D+00 -0.108420217D-18  0.216840434D-18  0.100000000D+01  0.879306853D+00
 0.485205889D+01  0.614307090D+00 -0.354197204D+00 -0.108420217D-18  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.898936212D+00
 0.485161161D+01  0.635770452D+00 -0.354587734D+00 -0.108420217D-18 -0.108420217D-18  0.000000000D+00  0.100000000D+01  0.935316086D+00
 0.485120678D+01  0.657792363D+00 -0.355214268D+00  0.000000000D+00  0.108420217D-18  0.108420217D-18  0.100000000D+01  0.979714215D+00
 0.485084724D+01  0.680403674D+00 -0.356068939D+00  0.108420217D-18  0.108420217D-18  0.108420217D-18  0.100000000D+01  0.102245688D+01
 0.485053492D+01  0.703637617D+00 -0.357138455D+00  0.216840434D-18 -0.108420217D-18  0.108420217D-18  0.100000000D+01  0.105499482D+01
 0.485027170D+01  0.727529985D+00 -0.358410209D+00  0.000000000D+00  0.216840434D-18 -0.216840434D-18  0.100000000D+01  0.107099056D+01
 0.485005903D+01  0.752119249D+00 -0.359871894D+00  0.216840434D-18  0.216840434D-18  0.108420217D-18  0.100000000D+01  0.106692588D+01
 0.484989929D+01  0.777446941D+00 -0.361526787D+00  0.000000000D+00  0.108420217D-18  0.108420217D-18  0.100000000D+01  0.104129481D+01
 0.484979296D+01  0.803557227D+00 -0.363391191D+00 -0.216840434D-18  0.108420217D-18  0.000000000D+00  0.100000000D+01  0.994656682D+00
 0.484974241D+01  0.830498241D+00 -0.365495592D+00  0.000000000D+00 -0.108420217D-18  0.000000000D+00  0.100000000D+01  0.929580986D+00
 0.484974909D+01  0.858321214D+00 -0.367886812D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.849573851D+00
 0.484981441D+01  0.887081589D+00 -0.370620847D+00 -0.216840434D-18  0.000000000D+00 -0.108420217D-18  0.100000000D+01  0.761037946D+00
 0.484994030D+01  0.916838745D+00 -0.373765528D+00  0.000000000D+00  0.108420217D-18  0.108420217D-18  0.100000000D+01  0.678020120D+00
 0.485012722D+01  0.947657530D+00 -0.377389938D+00  0.000000000D+00 -0.108420217D-18  0.000000000D+00  0.100000000D+01  0.631704330D+00
 0.485037565D+01  0.979609498D+00 -0.381562769D+00 -0.216840434D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.674194038D+00
 0.485068560D+01  0.101277176D+01 -0.386348248D+00  0.000000000D+00  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.847108006D+00
 0.485105658D+01  0.104722689D+01 -0.391804576D+00  0.000000000D+00 -0.542101086D-19  0.216840434D-18  0.100000000D+01  0.115282166D+01
 0.485148954D+01  0.108306319D+01 -0.397981256D+00  0.000000000D+00  0.542101086D-19  0.000000000D+00  0.100000000D+01  0.158016300D+01
 0.485198355D+01  0.112037480D+01 -0.404914767D+00  0.433680869D-18  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.212536573D+01
 0.485253906D+01  0.115926238D+01 -0.412622124D+00  0.433680869D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.279179192D+01
 0.485315561D+01  0.119983253D+01 -0.421091110D+00  0.000000000D+00  0.677626358D-20  0.000000000D+00  0.100000000D+01  0.358586693D+01
 0.485383463D+01  0.124219842D+01 -0.430268914D+00  0.433680869D-18  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.451401854D+01
 0.485457516D+01  0.128647922D+01 -0.440047860D+00  0.000000000D+00  0.135525272D-19 -0.108420217D-18  0.100000000D+01  0.558061457D+01
 0.485537863D+01  0.133280029D+01 -0.450252563D+00  0.000000000D+00  0.609863722D-19  0.000000000D+00  0.100000000D+01  0.678617096D+01
 0.485624409D+01  0.138129266D+01 -0.460621983D+00 -0.867361738D-18  0.108420217D-18  0.108420217D-18  0.100000000D+01  0.812576580D+01
 0.485717201D+01  0.143209472D+01 -0.470803171D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.958851719D+01
 0.485816002D+01  0.148534885D+01 -0.480341882D+00  0.000000000D+00  0.108420217D-18 -0.271050543D-19  0.100000000D+01  0.111577225D+02
 0.485920763D+01  0.154119836D+01 -0.488564521D+00  0.000000000D+00 -0.216840434D-18  0.000000000D+00  0.100000000D+01  0.127996302D+02
 0.486027479D+01  0.159778379D+01 -0.494692028D+00 -0.520417043D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.144636889D+02
 0.486135054D+01  0.165473730D+01 -0.498130441D+00  0.000000000D+00  0.000000000D+00  0.867361738D-18  0.100000000D+01  0.160963192D+02
 0.486243010D+01  0.171199425D+01 -0.498402834D+00  0.346944695D-17 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.176646767D+02
 0.486350918D+01  0.176948382D+01 -0.495112896D+00  0.000000000D+00  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.191449928D+02
 0.486458302D+01  0.182713049D+01 -0.487926036D+00  0.346944695D-17 -0.867361738D-18 -0.867361738D-18  0.100000000D+01  0.205153694D+02
 0.486564732D+01  0.188485618D+01 -0.476571619D+00 -0.346944695D-17  0.000000000D+00 -0.867361738D-18  0.100000000D+01  0.217597485D+02
 0.486669731D+01  0.194258189D+01 -0.460948080D+00  0.000000000D+00  0.173472348D-17 -0.867361738D-18  0.100000000D+01  0.228643665D+02
 0.486772823D+01  0.200022750D+01 -0.440985411D+00 -0.693889390D-17 -0.346944695D-17  0.000000000D+00  0.100000000D+01  0.238206825D+02
 0.486873531D+01  0.205771427D+01 -0.416681230D+00  0.000000000D+00 -0.346944695D-17  0.000000000D+00  0.100000000D+01  0.246248321D+02
 0.486971235D+01  0.211496528D+01 -0.388134390D+00  0.000000000D+00  0.520417043D-17  0.000000000D+00  0.100000000D+01  0.252741013D+02
 0.487065363D+01  0.217190756D+01 -0.355488300D+00  0.000000000D+00 -0.346944695D-17 -0.867361738D-18  0.100000000D+01  0.257684498D+02
 0.487155247D+01  0.222847397D+01 -0.318953216D+00  0.693889390D-17  0.346944695D-17  0.000000000D+00  0.100000000D+01  0.261074066D+02
 0.487240076D+01  0.228460481D+01 -0.278788686D+00 -0.693889390D-17 -0.693889390D-17  0.000000000D+00  0.100000000D+01  0.262907505D+02
 0.487318945D+01  0.234024823D+01 -0.235309750D+00  0.000000000D+00  0.000000000D+00 -0.867361738D-18  0.100000000D+01  0.263177280D+02
 0.487390804D+01  0.239536207D+01 -0.188883573D+00  0.693889390D-17  0.346944695D-17 -0.867361738D-18  0.100000000D+01  0.261878929D+02
 0.487454462D+01  0.244991330D+01 -0.139929146D+00  0.693889390D-17  0.346944695D-17 -0.867361738D-18  0.100000000D+01  0.259024372D+02
 0.487508726D+01  0.250387341D+01 -0.889033452D-01  0.346944695D-17  0.346944695D-17  0.000000000D+00  0.100000000D+01  0.254639664D+02
