 TITLE="SURFACE DATA."
 variables="z","Theta","P","U","V","W","T","M"
 ZONE T="POST", I=     1, J=   200, K=   120
 0.278803968D+01  0.437799761D+01 -0.552600384D+00 -0.693889390D-17  0.346944695D-17  0.000000000D+00  0.100000000D+01  0.271630039D+02
 0.278892684D+01  0.443365710D+01 -0.579685032D+00  0.000000000D+00 -0.346944695D-17  0.173472348D-17  0.100000000D+01  0.263699474D+02
 0.278980184D+01  0.448880928D+01 -0.601984143D+00  0.000000000D+00 -0.173472348D-17 -0.867361738D-18  0.100000000D+01  0.253895836D+02
 0.279065514D+01  0.454342706D+01 -0.619372129D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.242217999D+02
 0.279147649D+01  0.459749155D+01 -0.631733954D+00 -0.693889390D-17  0.173472348D-17  0.867361738D-18  0.100000000D+01  0.228703670D+02
 0.279225636D+01  0.465098994D+01 -0.639111877D+00  0.346944695D-17  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.213423614D+02
 0.279298353D+01  0.470391847D+01 -0.641703188D+00 -0.346944695D-17 -0.173472348D-17  0.000000000D+00  0.100000000D+01  0.196497021D+02
 0.279364586D+01  0.475628282D+01 -0.639778435D+00  0.346944695D-17 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.178166714D+02
 0.279422522D+01  0.480781158D+01 -0.633862317D+00 -0.346944695D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.158998394D+02
 0.279469299D+01  0.485686293D+01 -0.624825001D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.139522829D+02
 0.279504418D+01  0.490363587D+01 -0.613574743D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.120257263D+02
 0.279527497D+01  0.494831512D+01 -0.600893080D+00 -0.346944695D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.101606560D+02
 0.279538178D+01  0.499107059D+01 -0.587487280D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.839562321D+01
 0.279536438D+01  0.503205277D+01 -0.573955297D+00  0.867361738D-18  0.542101086D-19  0.000000000D+00  0.100000000D+01  0.676354075D+01
 0.279522443D+01  0.507139764D+01 -0.560776949D+00  0.000000000D+00  0.000000000D+00  0.542101086D-19  0.100000000D+01  0.528856850D+01
 0.279496336D+01  0.510922893D+01 -0.548308849D+00 -0.867361738D-18  0.000000000D+00  0.271050543D-19  0.100000000D+01  0.398596716D+01
 0.279458332D+01  0.514566051D+01 -0.536789894D+00  0.433680869D-18 -0.135525272D-19 -0.542101086D-19  0.100000000D+01  0.286302590D+01
 0.279408717D+01  0.518079587D+01 -0.526355624D+00 -0.216840434D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.192180026D+01
 0.279347849D+01  0.521472932D+01 -0.517056704D+00  0.000000000D+00  0.000000000D+00 -0.108420217D-18  0.100000000D+01  0.116652012D+01
 0.279276204D+01  0.524754629D+01 -0.508882880D+00 -0.108420217D-18  0.271050543D-19  0.000000000D+00  0.100000000D+01  0.632422209D+00
 0.279194331D+01  0.527932388D+01 -0.501787543D+00 -0.216840434D-18 -0.108420217D-18  0.000000000D+00  0.100000000D+01  0.471475124D+00
 0.279102993D+01  0.531013040D+01 -0.495707542D+00 -0.216840434D-18  0.216840434D-18  0.000000000D+00  0.100000000D+01  0.651154876D+00
 0.279003286D+01  0.534002332D+01 -0.490576655D+00  0.000000000D+00 -0.108420217D-18  0.000000000D+00  0.100000000D+01  0.867694437D+00
 0.278896523D+01  0.536905191D+01 -0.486327618D+00  0.216840434D-18  0.108420217D-18 -0.216840434D-18  0.100000000D+01  0.103641832D+01
 0.278784037D+01  0.539726007D+01 -0.482887566D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.115620220D+01
 0.278667283D+01  0.542468592D+01 -0.480170429D+00  0.000000000D+00  0.108420217D-18  0.000000000D+00  0.100000000D+01  0.124188840D+01
 0.278547692D+01  0.545136371D+01 -0.478074938D+00 -0.433680869D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.131106901D+01
 0.278426766D+01  0.547732339D+01 -0.476489961D+00 -0.216840434D-18  0.433680869D-18 -0.216840434D-18  0.100000000D+01  0.137983096D+01
 0.278305888D+01  0.550259162D+01 -0.475277513D+00 -0.216840434D-18  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.146055448D+01
 0.278186440D+01  0.552719276D+01 -0.474315643D+00 -0.216840434D-18  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.156123638D+01
 0.278069782D+01  0.555114772D+01 -0.473497391D+00  0.216840434D-18  0.216840434D-18  0.000000000D+00  0.100000000D+01  0.168583572D+01
 0.277957010D+01  0.557447727D+01 -0.472715795D+00  0.000000000D+00  0.867361738D-18 -0.216840434D-18  0.100000000D+01  0.183422136D+01
 0.277849150D+01  0.559720032D+01 -0.471893132D+00 -0.216840434D-18  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.200284290D+01
 0.277746916D+01  0.561933711D+01 -0.470965415D+00 -0.216840434D-18  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.218677187D+01
 0.277651024D+01  0.564090600D+01 -0.469886184D+00  0.216840434D-18 -0.433680869D-18 -0.433680869D-18  0.100000000D+01  0.238005328D+01
 0.277561784D+01  0.566192733D+01 -0.468627274D+00  0.000000000D+00  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.257601667D+01
 0.277479505D+01  0.568242067D+01 -0.467175305D+00 -0.216840434D-18  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.276875400D+01
 0.277404261D+01  0.570240566D+01 -0.465527415D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.295308209D+01
 0.277336049D+01  0.572190157D+01 -0.463690519D+00 -0.216840434D-18  0.867361738D-18 -0.216840434D-18  0.100000000D+01  0.312466312D+01
 0.277274799D+01  0.574092717D+01 -0.461679101D+00  0.433680869D-18  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.328012300D+01
 0.277220321D+01  0.575950076D+01 -0.459513187D+00 -0.216840434D-18  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.341710520D+01
 0.277172422D+01  0.577764020D+01 -0.457216263D+00  0.216840434D-18  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.353423142D+01
 0.277130890D+01  0.579536246D+01 -0.454813540D+00 -0.216840434D-18 -0.867361738D-18  0.433680869D-18  0.100000000D+01  0.363089609D+01
 0.277095389D+01  0.581268396D+01 -0.452330738D+00  0.000000000D+00  0.867361738D-18  0.433680869D-18  0.100000000D+01  0.370721722D+01
 0.277065682D+01  0.582962031D+01 -0.449793100D+00  0.000000000D+00 -0.173472348D-17  0.433680869D-18  0.100000000D+01  0.376387453D+01
 0.277041459D+01  0.584618657D+01 -0.447224557D+00  0.000000000D+00  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.380192566D+01
 0.277022433D+01  0.586239717D+01 -0.444647044D+00  0.216840434D-18  0.867361738D-18 -0.433680869D-18  0.100000000D+01  0.382279539D+01
 0.277008247D+01  0.587826651D+01 -0.442079872D+00 -0.542101086D-19  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.382816410D+01
 0.276998591D+01  0.589380786D+01 -0.439539403D+00  0.000000000D+00  0.867361738D-18  0.433680869D-18  0.100000000D+01  0.381981945D+01
 0.276993155D+01  0.590903402D+01 -0.437039167D+00  0.000000000D+00 -0.867361738D-18 -0.867361738D-18  0.100000000D+01  0.379960322D+01
 0.276991677D+01  0.592395686D+01 -0.434590101D+00  0.000000000D+00  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.376926780D+01
 0.276993895D+01  0.593858768D+01 -0.432199269D+00 -0.677626358D-20  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.373040628D+01
 0.276999521D+01  0.595293709D+01 -0.429874152D+00  0.000000000D+00 -0.173472348D-17  0.000000000D+00  0.100000000D+01  0.368480968D+01
 0.277008343D+01  0.596701519D+01 -0.427613050D+00  0.000000000D+00 -0.173472348D-17  0.000000000D+00  0.100000000D+01  0.363398910D+01
 0.277020121D+01  0.598083124D+01 -0.425422907D+00  0.542101086D-19  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.357873106D+01
 0.277034688D+01  0.599439434D+01 -0.423310727D+00 -0.542101086D-19  0.000000000D+00 -0.867361738D-18  0.100000000D+01  0.352011538D+01
 0.277051806D+01  0.600771280D+01 -0.421269953D+00  0.108420217D-18  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.345937324D+01
 0.277071309D+01  0.602079462D+01 -0.419300169D+00  0.216840434D-18 -0.173472348D-17  0.000000000D+00  0.100000000D+01  0.339724994D+01
 0.277093029D+01  0.603364724D+01 -0.417399764D+00  0.108420217D-18 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.333439398D+01
 0.277116823D+01  0.604627788D+01 -0.415566444D+00  0.108420217D-18  0.173472348D-17  0.867361738D-18  0.100000000D+01  0.327139926D+01
 0.277142525D+01  0.605869314D+01 -0.413797587D+00  0.108420217D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.320870066D+01
 0.277169991D+01  0.607089954D+01 -0.412090421D+00  0.000000000D+00  0.433680869D-18 -0.433680869D-18  0.100000000D+01  0.314665842D+01
 0.277199078D+01  0.608290302D+01 -0.410442025D+00  0.000000000D+00  0.867361738D-18  0.433680869D-18  0.100000000D+01  0.308561277D+01
 0.277229667D+01  0.609470939D+01 -0.408849537D+00  0.000000000D+00 -0.433680869D-18  0.433680869D-18  0.100000000D+01  0.302573705D+01
 0.277261591D+01  0.610632407D+01 -0.407310039D+00 -0.108420217D-18 -0.433680869D-18  0.000000000D+00  0.100000000D+01  0.296720886D+01
 0.277294731D+01  0.611775235D+01 -0.405820697D+00 -0.108420217D-18 -0.433680869D-18  0.000000000D+00  0.100000000D+01  0.291017652D+01
 0.277328920D+01  0.612899913D+01 -0.404378831D+00 -0.108420217D-18  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.285471106D+01
 0.277363968D+01  0.614006934D+01 -0.402981788D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.280088401D+01
 0.277399707D+01  0.615096758D+01 -0.401627094D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.274870157D+01
 0.277435875D+01  0.616169855D+01 -0.400312364D+00  0.000000000D+00  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.269815254D+01
 0.277472138D+01  0.617226686D+01 -0.399035335D+00  0.325260652D-18  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.264924264D+01
 0.277508116D+01  0.618267727D+01 -0.397793800D+00  0.000000000D+00  0.867361738D-18 -0.216840434D-18  0.100000000D+01  0.260191417D+01
 0.277543211D+01  0.619293498D+01 -0.396585673D+00  0.000000000D+00  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.255610609D+01
 0.277576709D+01  0.620304568D+01 -0.395408839D+00  0.000000000D+00  0.433680869D-18  0.216840434D-18  0.100000000D+01  0.251175880D+01
 0.277607560D+01  0.621301640D+01 -0.394260943D+00  0.108420217D-18  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.246873069D+01
 0.277634263D+01  0.622285524D+01 -0.393139690D+00 -0.108420217D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.242692328D+01
 0.277654767D+01  0.623257344D+01 -0.392044663D+00 -0.108420217D-18 -0.433680869D-18 -0.216840434D-18  0.100000000D+01  0.238620067D+01
 0.282806921D+01  0.624980229D+01 -0.392878354D+00  0.000000000D+00 -0.433680869D-18  0.216840434D-18  0.100000000D+01  0.254238963D+01
 0.282808828D+01  0.625915352D+01 -0.391720891D+00  0.000000000D+00  0.433680869D-18  0.216840434D-18  0.100000000D+01  0.250398517D+01
 0.282801700D+01  0.626866424D+01 -0.390550971D+00  0.000000000D+00 -0.867361738D-18  0.216840434D-18  0.100000000D+01  0.246762347D+01
 0.282788444D+01  0.627833812D+01 -0.389377087D+00  0.000000000D+00 -0.433680869D-18  0.000000000D+00  0.100000000D+01  0.243034887D+01
 0.282771134D+01  0.499468119D-02 -0.388197184D+00  0.000000000D+00  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.239236617D+01
 0.282751274D+01  0.150091894D-01 -0.387011439D+00 -0.216840434D-18  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.235375214D+01
 0.282729912D+01  0.252020954D-01 -0.385821074D+00 -0.433680869D-18  0.000000000D+00 -0.108420217D-18  0.100000000D+01  0.231447053D+01
 0.282707763D+01  0.355790019D-01 -0.384626955D+00 -0.216840434D-18  0.433680869D-18 -0.216840434D-18  0.100000000D+01  0.227453446D+01
 0.282685351D+01  0.461462326D-01 -0.383429706D+00  0.000000000D+00  0.000000000D+00  0.108420217D-18  0.100000000D+01  0.223392439D+01
 0.282663083D+01  0.569100822D-01 -0.382229924D+00 -0.216840434D-18 -0.867361738D-18  0.108420217D-18  0.100000000D+01  0.219262195D+01
 0.282641196D+01  0.678773348D-01 -0.381028205D+00  0.000000000D+00  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.215057445D+01
 0.282619882D+01  0.790549793D-01 -0.379825145D+00  0.216840434D-18  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.210775566D+01
 0.282599306D+01  0.904503095D-01 -0.378621340D+00  0.216840434D-18  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.206408954D+01
 0.282579565D+01  0.102070931D+00 -0.377417475D+00  0.000000000D+00  0.000000000D+00  0.108420217D-18  0.100000000D+01  0.201950788D+01
 0.282560754D+01  0.113924628D+00 -0.376214325D+00 -0.433680869D-18  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.197392356D+01
 0.282542920D+01  0.126019731D+00 -0.375012755D+00 -0.216840434D-18  0.000000000D+00  0.108420217D-18  0.100000000D+01  0.192726016D+01
 0.282526112D+01  0.138364623D+00 -0.373813629D+00 -0.216840434D-18  0.433680869D-18  0.542101086D-19  0.100000000D+01  0.187941825D+01
 0.282510400D+01  0.150968329D+00 -0.372618049D+00  0.216840434D-18  0.000000000D+00 -0.542101086D-19  0.100000000D+01  0.183028150D+01
 0.282495785D+01  0.163839887D+00 -0.371427119D+00  0.433680869D-18  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.177974224D+01
 0.282482338D+01  0.176989079D+00 -0.370242119D+00  0.000000000D+00  0.000000000D+00  0.271050543D-19  0.100000000D+01  0.172765362D+01
 0.282470083D+01  0.190425668D+00 -0.369064540D+00  0.000000000D+00  0.000000000D+00  0.271050543D-19  0.100000000D+01  0.167386293D+01
 0.282459045D+01  0.204160228D+00 -0.367896080D+00  0.433680869D-18  0.433680869D-18  0.135525272D-19  0.100000000D+01  0.161822450D+01
 0.282449246D+01  0.218203320D+00 -0.366738498D+00  0.325260652D-18 -0.433680869D-18  0.000000000D+00  0.100000000D+01  0.156057596D+01
 0.282440758D+01  0.232566384D+00 -0.365592957D+00 -0.325260652D-18  0.433680869D-18  0.152465931D-19  0.100000000D+01  0.150068998D+01
 0.282433558D+01  0.247260817D+00 -0.364464641D+00  0.108420217D-18  0.216840434D-18  0.135525272D-19  0.100000000D+01  0.143840432D+01
 0.282427692D+01  0.262299080D+00 -0.363368928D+00 -0.108420217D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.137397468D+01
 0.282423234D+01  0.277693515D+00 -0.362293601D+00 -0.108420217D-18  0.216840434D-18  0.000000000D+00  0.100000000D+01  0.130675030D+01
 0.282420158D+01  0.293457507D+00 -0.361226410D+00 -0.108420217D-18  0.000000000D+00 -0.271050543D-19  0.100000000D+01  0.123635149D+01
 0.282418537D+01  0.309604539D+00 -0.360185027D+00 -0.108420217D-18  0.216840434D-18 -0.542101086D-19  0.100000000D+01  0.116308999D+01
 0.282418394D+01  0.326149240D+00 -0.359177619D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.108685207D+01
 0.282419777D+01  0.343105926D+00 -0.358207613D+00  0.000000000D+00  0.000000000D+00  0.542101086D-19  0.100000000D+01  0.100784004D+01
 0.282422733D+01  0.360490431D+00 -0.357280105D+00 -0.108420217D-18 -0.433680869D-18  0.000000000D+00  0.100000000D+01  0.926326156D+00
 0.282427263D+01  0.378318626D+00 -0.356400698D+00 -0.108420217D-18 -0.216840434D-18 -0.542101086D-19  0.100000000D+01  0.842864096D+00
 0.282433438D+01  0.396607443D+00 -0.355575472D+00 -0.108420217D-18  0.000000000D+00  0.542101086D-19  0.100000000D+01  0.758404434D+00
 0.282441306D+01  0.415374091D+00 -0.354810774D+00  0.000000000D+00 -0.108420217D-18  0.542101086D-19  0.100000000D+01  0.674539208D+00
 0.282450891D+01  0.434636937D+00 -0.354113281D+00  0.108420217D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.593854964D+00
 0.282462239D+01  0.454414776D+00 -0.353489757D+00  0.000000000D+00  0.000000000D+00  0.162630326D-18  0.100000000D+01  0.520475507D+00
 0.282475400D+01  0.474727759D+00 -0.352946877D+00  0.000000000D+00  0.108420217D-18 -0.162630326D-18  0.100000000D+01  0.460651845D+00
 0.282490396D+01  0.495596315D+00 -0.352490783D+00  0.000000000D+00  0.542101086D-19  0.162630326D-18  0.100000000D+01  0.422599673D+00
 0.282507300D+01  0.517042085D+00 -0.352127075D+00 -0.135525272D-19  0.000000000D+00 -0.542101086D-19  0.100000000D+01  0.413886249D+00
 0.282526088D+01  0.539086984D+00 -0.351860166D+00 -0.271050543D-19  0.000000000D+00  0.542101086D-19  0.100000000D+01  0.436489910D+00
 0.282546854D+01  0.561754271D+00 -0.351693153D+00 -0.542101086D-19  0.135525272D-19  0.000000000D+00  0.100000000D+01  0.484915793D+00
 0.282569647D+01  0.585067424D+00 -0.351627409D+00 -0.542101086D-19  0.542101086D-19  0.542101086D-19  0.100000000D+01  0.550100505D+00
 0.282594466D+01  0.609051152D+00 -0.351662427D+00  0.000000000D+00  0.108420217D-18 -0.542101086D-19  0.100000000D+01  0.623638690D+00
 0.282621408D+01  0.633730566D+00 -0.351795822D+00  0.000000000D+00  0.108420217D-18  0.542101086D-19  0.100000000D+01  0.699144006D+00
 0.282650471D+01  0.659131647D+00 -0.352023274D+00  0.108420217D-18 -0.108420217D-18  0.000000000D+00  0.100000000D+01  0.772046804D+00
 0.282681775D+01  0.685281108D+00 -0.352339268D+00  0.000000000D+00 -0.216840434D-18  0.000000000D+00  0.100000000D+01  0.839117646D+00
 0.282715321D+01  0.712206431D+00 -0.352737129D+00  0.216840434D-18 -0.108420217D-18  0.000000000D+00  0.100000000D+01  0.898178101D+00
 0.282751179D+01  0.739935436D+00 -0.353211373D+00  0.108420217D-18  0.108420217D-18  0.169406589D-20  0.100000000D+01  0.947864175D+00
 0.282789397D+01  0.768496857D+00 -0.353755057D+00 -0.216840434D-18  0.108420217D-18  0.000000000D+00  0.100000000D+01  0.987706482D+00
 0.282830071D+01  0.797919858D+00 -0.354368508D+00  0.000000000D+00  0.000000000D+00 -0.271050543D-19  0.100000000D+01  0.101765823D+01
 0.282873225D+01  0.828233834D+00 -0.355051100D+00  0.000000000D+00  0.216840434D-18 -0.542101086D-19  0.100000000D+01  0.103830588D+01
 0.282918930D+01  0.859468952D+00 -0.355811775D+00  0.000000000D+00  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.105108321D+01
 0.282967258D+01  0.891655743D+00 -0.356667966D+00 -0.433680869D-18  0.216840434D-18 -0.108420217D-18  0.100000000D+01  0.105712151D+01
 0.283018255D+01  0.924824819D+00 -0.357637733D+00  0.000000000D+00 -0.108420217D-18 -0.108420217D-18  0.100000000D+01  0.105740857D+01
 0.283071971D+01  0.959007240D+00 -0.358752787D+00  0.000000000D+00 -0.108420217D-18  0.000000000D+00  0.100000000D+01  0.105269241D+01
 0.283128476D+01  0.994234189D+00 -0.360051811D+00 -0.216840434D-18  0.108420217D-18 -0.216840434D-18  0.100000000D+01  0.104285634D+01
 0.283187818D+01  0.103053691D+01 -0.361583054D+00 -0.216840434D-18  0.108420217D-18  0.000000000D+00  0.100000000D+01  0.102676237D+01
 0.283249998D+01  0.106794616D+01 -0.363403082D+00  0.216840434D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.100210345D+01
 0.283315086D+01  0.110649243D+01 -0.365576625D+00 -0.216840434D-18  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.965686858D+00
 0.283383083D+01  0.114620588D+01 -0.368176132D+00  0.000000000D+00 -0.108420217D-18  0.216840434D-18  0.100000000D+01  0.914430141D+00
 0.283453965D+01  0.118711619D+01 -0.371282130D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.848124147D+00
 0.283527756D+01  0.122925320D+01 -0.374983817D+00 -0.216840434D-18  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.776397944D+00
 0.283604336D+01  0.127264652D+01 -0.379379451D+00  0.000000000D+00  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.734266281D+00
 0.283683586D+01  0.131732655D+01 -0.384577662D+00 -0.108420217D-18  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.797121584D+00
 0.283765340D+01  0.136332458D+01 -0.390694261D+00 -0.108420217D-18 -0.169406589D-20  0.216840434D-18  0.100000000D+01  0.104224038D+01
 0.283849239D+01  0.141067432D+01 -0.397850752D+00 -0.108420217D-18 -0.542101086D-19  0.216840434D-18  0.100000000D+01  0.149008763D+01
 0.283934832D+01  0.145941261D+01 -0.406161338D+00  0.108420217D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.213567162D+01
